key,role,spell,wins,matches
518,3,7_11,1,2
518,3,1_12,1,1
518,3,11_14,1,1
518,3,11_12,0,1
518,3,6_11,0,1
518,2,4,89731,177124
518,2,14,70550,138796
518,2,3,13748,27063
518,2,7,4746,9793
518,2,12,802,1714
518,2,21,602,1155
518,2,6,286,634
518,2,1,80,165
518,2,11,59,140
518,2,4_14,70186,138079
518,2,3_4,13484,26548
518,2,4_7,4493,9270
518,2,4_12,692,1468
518,2,4_21,573,1093
518,2,4_6,180,397
518,2,3_14,156,319
518,2,7_14,91,185
518,2,1_4,72,142
518,2,3_7,80,129
518,2,4_11,57,127
518,2,6_14,55,100
518,2,7_12,37,100
518,2,12_14,58,97
518,2,6_7,25,64
518,2,7_21,19,42
518,2,3_6,15,33
518,2,3_12,8,28
518,2,6_12,6,17
518,2,1_6,3,14
518,2,14_21,6,10
518,2,6_21,2,6
518,2,3_21,2,4
518,2,11_14,1,4
518,2,6_11,0,3
518,2,11_12,0,2
518,2,1_14,1,2
518,2,7_11,0,2
518,2,1_3,1,2
518,2,1_12,1,2
518,2,1_11,1,2
518,2,1_7,1,1
76,4,4,9128,20475
76,4,14,7154,15802
76,4,12,2554,5908
76,4,6,188,464
76,4,3,94,252
76,4,21,48,111
76,4,11,21,92
76,4,1,9,47
76,4,7,9,33
76,4,4_14,6715,14793
76,4,4_12,2188,5071
76,4,12_14,345,778
76,4,4_6,99,239
76,4,3_4,67,184
76,4,6_14,56,132
76,4,4_11,19,82
76,4,4_21,29,70
76,4,3_14,17,50
76,4,6_12,19,47
76,4,14_21,17,37
76,4,1_6,4,28
76,4,4_7,7,27
76,4,3_6,8,11
76,4,1_4,4,9
76,4,1_14,1,5
76,4,3_12,1,5
76,4,7_14,2,4
76,4,11_14,0,3
76,4,1_12,0,3
76,4,6_21,1,3
76,4,11_12,0,3
76,4,6_11,1,2
76,4,6_7,0,2
76,4,12_21,1,1
76,4,3_11,1,1
76,4,1_3,0,1
76,4,1_11,0,1
76,1,11,360248,760980
76,1,4,358032,755502
76,1,14,1752,4204
76,1,6,319,849
76,1,3,214,441
76,1,7,29,107
76,1,12,19,74
76,1,1,15,44
76,1,21,7,27
76,1,4_11,357974,755379
76,1,11_14,1724,4112
76,1,6_11,317,839
76,1,3_11,212,434
76,1,7_11,27,98
76,1,4_14,28,89
76,1,11_12,18,55
76,1,1_11,14,36
76,1,11_21,7,27
76,1,4_12,1,17
76,1,4_7,2,8
76,1,3_4,2,6
76,1,1_6,1,6
76,1,4_6,1,2
76,1,6_14,0,1
76,1,3_14,0,1
76,1,6_12,0,1
76,1,12_14,0,1
76,1,1_7,0,1
76,1,1_4,0,1
76,5,4,8112,17700
76,5,14,7159,15426
76,5,12,374,909
76,5,21,344,721
76,5,3,178,407
76,5,7,150,322
76,5,6,114,264
76,5,11,38,128
76,5,1,27,73
76,5,4_14,7038,15198
76,5,4_12,353,858
76,5,4_21,311,655
76,5,3_4,124,317
76,5,4_7,141,306
76,5,4_6,87,187
76,5,4_11,36,124
76,5,3_14,45,77
76,5,14_21,32,60
76,5,1_4,22,55
76,5,6_14,22,48
76,5,12_14,17,33
76,5,1_6,2,13
76,5,6_12,0,10
76,5,7_14,3,6
76,5,3_7,4,5
76,5,3_12,4,4
76,5,1_14,1,3
76,5,6_7,1,2
76,5,6_21,1,2
76,5,3_21,0,2
76,5,11_12,0,2
76,5,1_7,1,1
76,5,7_21,0,1
76,5,1_3,1,1
76,5,11_14,1,1
76,5,3_6,0,1
76,5,6_11,1,1
76,5,7_12,0,1
76,5,12_21,0,1
76,3,4,1269,3191
76,3,14,664,1654
76,3,7,399,960
76,3,3,115,301
76,3,12,93,235
76,3,6,29,113
76,3,21,28,66
76,3,1,20,60
76,3,11,15,56
76,3,4_14,637,1580
76,3,4_7,381,920
76,3,3_4,103,275
76,3,4_12,78,193
76,3,4_6,13,63
76,3,4_11,15,56
76,3,4_21,24,56
76,3,1_4,18,48
76,3,12_14,14,36
76,3,6_7,11,26
76,3,3_14,6,15
76,3,1_6,2,11
76,3,6_14,1,9
76,3,7_14,4,7
76,3,3_7,3,6
76,3,14_21,2,6
76,3,3_21,2,3
76,3,6_12,1,3
76,3,12_21,0,1
76,3,3_12,0,1
76,3,3_6,1,1
76,3,1_14,0,1
76,3,7_12,0,1
76,2,4,21681,45788
76,2,14,17194,35963
76,2,3,3141,6774
76,2,7,1031,2253
76,2,21,395,800
76,2,12,340,777
76,2,11,213,575
76,2,6,220,491
76,2,1,103,223
76,2,4_14,16878,35266
76,2,3_4,2820,6115
76,2,4_7,965,2103
76,2,4_21,388,780
76,2,4_12,273,637
76,2,4_11,204,541
76,2,3_14,217,471
76,2,4_6,90,213
76,2,1_4,65,133
76,2,6_14,59,119
76,2,3_7,38,70
76,2,3_12,37,61
76,2,1_6,28,61
76,2,3_6,25,44
76,2,12_14,13,37
76,2,6_7,8,31
76,2,7_14,9,25
76,2,1_14,10,23
76,2,7_12,10,20
76,2,6_12,7,16
76,2,11_14,5,15
76,2,3_21,3,9
76,2,6_11,3,7
76,2,14_21,3,7
76,2,1_11,0,4
76,2,3_11,1,4
76,2,11_12,0,4
76,2,7_21,1,4
76,2,1_12,0,2
895,4,4,7058,15865
895,4,14,3134,6776
895,4,12,2354,5472
895,4,6,1267,2914
895,4,3,753,1679
895,4,7,123,339
895,4,21,132,274
895,4,1,51,136
895,4,11,4,15
895,4,4_14,2943,6340
895,4,4_12,2154,5034
895,4,4_6,1011,2315
895,4,3_4,671,1511
895,4,4_7,115,317
895,4,6_12,116,255
895,4,4_21,125,253
895,4,6_14,77,191
895,4,12_14,77,168
895,4,3_6,44,94
895,4,1_4,36,88
895,4,3_14,31,61
895,4,1_6,15,45
895,4,3_12,7,12
895,4,7_21,3,8
895,4,7_14,4,8
895,4,4_11,3,7
895,4,14_21,2,7
895,4,6_11,1,5
895,4,6_7,1,5
895,4,6_21,2,4
895,4,3_21,0,1
895,4,11_12,0,1
895,4,1_14,0,1
895,4,11_21,0,1
895,4,1_11,0,1
895,4,1_12,0,1
895,4,7_12,0,1
895,1,11,1354,3828
895,1,4,1232,3488
895,1,6,111,308
895,1,14,21,68
895,1,3,6,31
895,1,7,12,26
895,1,12,5,17
895,1,21,2,7
895,1,1,1,7
895,1,4_11,1214,3430
895,1,6_11,110,295
895,1,11_14,19,57
895,1,3_11,5,22
895,1,4_7,10,19
895,1,4_14,2,10
895,1,4_6,1,9
895,1,3_4,1,9
895,1,4_12,2,9
895,1,7_11,2,7
895,1,11_12,3,7
895,1,1_11,0,5
895,1,11_21,1,5
895,1,6_14,0,1
895,1,4_21,1,1
895,1,6_12,0,1
895,1,1_6,0,1
895,1,6_21,0,1
895,1,1_4,1,1
895,5,4,6612,14444
895,5,14,4156,8896
895,5,3,957,2166
895,5,6,643,1458
895,5,12,407,876
895,5,21,356,737
895,5,7,239,633
895,5,1,153,371
895,5,11,5,19
895,5,4_14,4059,8690
895,5,3_4,923,2082
895,5,4_6,539,1208
895,5,4_12,386,827
895,5,4_21,341,708
895,5,4_7,229,605
895,5,1_4,131,307
895,5,6_14,56,115
895,5,1_6,22,63
895,5,3_6,17,49
895,5,3_14,15,30
895,5,12_14,11,26
895,5,14_21,11,20
895,5,6_12,8,17
895,5,4_11,4,17
895,5,7_14,4,14
895,5,7_12,2,5
895,5,3_7,2,3
895,5,6_7,0,3
895,5,7_21,2,3
895,5,6_21,1,3
895,5,12_21,0,1
895,5,11_21,1,1
895,5,11_14,0,1
895,5,3_21,0,1
895,5,1_3,0,1
895,3,4,377285,715910
895,3,7,177258,336800
895,3,3,111853,209895
895,3,6,53305,102333
895,3,1,35700,68694
895,3,14,15058,29025
895,3,21,5049,9621
895,3,12,1219,2525
895,3,11,193,447
895,3,4_7,176336,334921
895,3,3_4,109855,206107
895,3,4_6,42626,81659
895,3,1_4,27671,53081
895,3,4_14,14618,28155
895,3,1_6,7952,15470
895,3,4_21,4897,9324
895,3,3_6,1750,3315
895,3,4_12,1102,2249
895,3,6_7,710,1351
895,3,4_11,178,414
895,3,6_14,147,305
895,3,3_14,128,234
895,3,7_14,95,183
895,3,6_21,77,147
895,3,3_7,49,124
895,3,7_12,38,98
895,3,12_14,37,85
895,3,1_3,47,84
895,3,7_21,33,77
895,3,6_12,32,75
895,3,14_21,23,43
895,3,1_7,21,42
895,3,3_21,11,19
895,3,11_14,7,13
895,3,6_11,5,11
895,3,3_12,5,10
895,3,1_21,6,8
895,3,1_14,5,7
895,3,7_11,1,4
895,3,12_21,2,3
895,3,11_12,1,3
895,3,1_12,2,2
895,3,3_11,1,2
895,2,4,1156,3718
895,2,7,423,1439
895,2,14,343,980
895,2,3,295,966
895,2,6,93,344
895,2,1,46,188
895,2,21,22,80
895,2,12,20,70
895,2,11,10,27
895,2,4_7,410,1399
895,2,3_4,280,910
895,2,4_14,325,909
895,2,4_6,65,225
895,2,1_4,33,128
895,2,4_21,19,71
895,2,1_6,13,59
895,2,4_12,15,54
895,2,3_6,7,27
895,2,3_14,7,25
895,2,4_11,9,22
895,2,6_14,5,19
895,2,7_14,5,18
895,2,6_7,3,9
895,2,7_12,3,6
895,2,12_14,0,4
895,2,7_21,2,4
895,2,14_21,1,4
895,2,6_12,0,3
895,2,3_7,0,3
895,2,6_11,0,2
895,2,11_12,1,2
895,2,11_14,0,1
895,2,1_21,0,1
895,2,3_12,1,1
56,4,4,14604,29313
56,4,14,12257,24232
56,4,12,5507,11222
56,4,6,702,1434
56,4,3,593,1221
56,4,11,85,237
56,4,21,97,201
56,4,7,56,138
56,4,1,9,28
56,4,4_14,10157,20058
56,4,4_12,3886,8031
56,4,12_14,1394,2736
56,4,6_14,340,679
56,4,3_4,291,582
56,4,3_14,267,549
56,4,6_12,201,389
56,4,4_6,139,304
56,4,4_11,71,208
56,4,14_21,51,104
56,4,7_14,38,87
56,4,4_21,39,81
56,4,3_12,21,52
56,4,4_7,16,40
56,4,3_6,12,32
56,4,11_14,9,16
56,4,1_6,3,15
56,4,1_4,6,9
56,4,6_11,5,8
56,4,12_21,4,8
56,4,7_12,1,4
56,4,6_7,1,4
56,4,3_11,0,3
56,4,3_21,2,3
56,4,1_14,0,3
56,4,6_21,1,3
56,4,11_12,0,2
56,4,7_21,0,2
56,4,1_7,0,1
56,1,11,718174,1382966
56,1,4,665358,1281012
56,1,14,33303,64354
56,1,6,15599,30102
56,1,3,3314,6453
56,1,12,473,1028
56,1,7,191,467
56,1,21,96,187
56,1,1,36,85
56,1,4_11,665314,1280681
56,1,11_14,33219,64104
56,1,6_11,15593,30074
56,1,3_11,3310,6439
56,1,11_12,464,978
56,1,7_11,183,432
56,1,4_14,78,234
56,1,11_21,96,183
56,1,1_11,36,75
56,1,4_12,7,44
56,1,4_7,7,31
56,1,4_6,5,11
56,1,3_4,2,8
56,1,6_14,1,7
56,1,1_6,0,6
56,1,3_14,2,4
56,1,6_12,0,3
56,1,12_14,2,3
56,1,1_3,0,2
56,1,4_21,0,2
56,1,7_21,0,2
56,1,6_7,0,1
56,1,1_4,0,1
56,1,1_14,0,1
56,1,7_14,1,1
56,5,4,17718,34850
56,5,14,15421,30320
56,5,12,2381,4666
56,5,3,411,776
56,5,6,249,516
56,5,11,90,224
56,5,21,52,111
56,5,7,27,61
56,5,1,23,46
56,5,4_14,14996,29468
56,5,4_12,2156,4237
56,5,3_4,328,614
56,5,12_14,196,379
56,5,6_14,137,285
56,5,4_11,78,193
56,5,4_6,85,180
56,5,3_14,68,129
56,5,4_21,40,83
56,5,4_7,18,39
56,5,1_4,19,36
56,5,6_12,17,25
56,5,14_21,9,21
56,5,11_14,7,19
56,5,7_14,7,18
56,5,3_12,9,18
56,5,3_6,4,9
56,5,1_6,2,8
56,5,6_11,2,6
56,5,7_12,2,3
56,5,3_11,2,3
56,5,6_21,2,3
56,5,12_21,1,2
56,5,3_21,0,2
56,5,11_12,0,2
56,5,1_11,1,1
56,5,1_14,1,1
56,5,3_7,0,1
56,3,4,253,654
56,3,14,150,376
56,3,7,51,115
56,3,3,35,90
56,3,11,14,72
56,3,12,20,58
56,3,6,22,39
56,3,1,2,11
56,3,21,3,9
56,3,4_14,133,335
56,3,4_7,48,106
56,3,3_4,24,68
56,3,4_11,13,65
56,3,4_12,15,43
56,3,4_6,16,22
56,3,3_14,10,17
56,3,12_14,4,9
56,3,4_21,3,9
56,3,1_4,1,6
56,3,6_14,2,6
56,3,11_14,0,5
56,3,7_14,1,4
56,3,7_12,1,4
56,3,1_6,1,4
56,3,3_6,1,4
56,3,3_12,0,1
56,3,6_11,1,1
56,3,6_12,0,1
56,3,6_7,1,1
56,3,1_11,0,1
56,2,4,705,1805
56,2,14,508,1199
56,2,11,115,394
56,2,3,162,377
56,2,6,44,96
56,2,7,29,72
56,2,12,18,57
56,2,1,2,19
56,2,21,7,15
56,2,4_14,443,1053
56,2,4_11,92,335
56,2,3_4,123,297
56,2,3_14,30,64
56,2,4_7,24,53
56,2,4_12,11,35
56,2,6_14,16,33
56,2,11_14,9,28
56,2,6_11,13,24
56,2,4_6,10,23
56,2,14_21,5,9
56,2,3_7,2,7
56,2,12_14,3,7
56,2,1_4,1,6
56,2,3_6,5,6
56,2,1_6,0,6
56,2,7_14,2,5
56,2,1_12,1,4
56,2,4_21,1,3
56,2,6_12,0,3
56,2,7_12,1,3
56,2,1_11,0,2
56,2,11_12,0,2
56,2,3_12,1,2
56,2,6_7,0,1
56,2,12_21,1,1
56,2,3_11,1,1
56,2,11_21,0,1
56,2,7_21,0,1
56,2,1_7,0,1
56,2,7_11,0,1
20,4,4,1193,3452
20,4,6,688,3144
20,4,12,636,2065
20,4,14,716,1851
20,4,1,204,1492
20,4,11,148,611
20,4,3,27,116
20,4,21,17,45
20,4,7,5,40
20,4,1_6,192,1399
20,4,4_12,462,1309
20,4,4_14,471,1231
20,4,6_12,145,597
20,4,6_14,220,530
20,4,4_6,106,434
20,4,4_11,123,360
20,4,6_11,18,144
20,4,11_12,4,65
20,4,12_14,18,58
20,4,3_4,13,55
20,4,1_11,1,33
20,4,3_6,5,24
20,4,1_4,6,23
20,4,4_21,8,22
20,4,1_12,1,19
20,4,4_7,4,18
20,4,3_14,2,16
20,4,6_7,1,12
20,4,3_12,5,9
20,4,1_3,0,7
20,4,14_21,4,6
20,4,12_21,1,6
20,4,11_14,0,5
20,4,1_21,3,5
20,4,6_21,1,4
20,4,1_14,1,3
20,4,3_11,2,3
20,4,1_7,0,3
20,4,7_14,0,2
20,4,7_12,0,2
20,4,3_7,0,2
20,4,7_21,0,1
20,4,11_21,0,1
20,1,11,310593,630133
20,1,4,284262,573803
20,1,6,20780,45027
20,1,14,4085,8331
20,1,3,964,1898
20,1,12,440,1405
20,1,1,103,577
20,1,7,146,372
20,1,21,64,154
20,1,4_11,284176,573514
20,1,6_11,20716,44550
20,1,11_14,4035,8124
20,1,3_11,962,1885
20,1,11_12,431,1305
20,1,7_11,143,350
20,1,1_6,46,313
20,1,1_11,56,255
20,1,4_14,43,165
20,1,11_21,64,150
20,1,6_12,2,62
20,1,4_6,5,56
20,1,6_14,6,41
20,1,4_12,6,35
20,1,4_7,2,18
20,1,3_4,0,7
20,1,1_4,1,6
20,1,3_6,2,3
20,1,1_12,0,2
20,1,3_21,0,2
20,1,6_7,1,2
20,1,4_21,0,2
20,1,1_7,0,1
20,1,3_7,0,1
20,1,12_14,1,1
20,5,14,20921,43943
20,5,6,16933,37200
20,5,4,9783,21702
20,5,1,2438,6030
20,5,12,438,1451
20,5,11,138,722
20,5,3,281,682
20,5,21,68,172
20,5,7,39,128
20,5,6_14,12941,26960
20,5,4_14,7921,16824
20,5,1_6,2291,5680
20,5,4_6,1275,3203
20,5,6_12,178,656
20,5,4_12,224,640
20,5,3_6,160,342
20,5,4_11,71,334
20,5,3_4,105,282
20,5,1_4,129,261
20,5,6_11,52,260
20,5,4_21,41,95
20,5,11_12,8,80
20,5,4_7,18,63
20,5,12_14,25,53
20,5,6_21,19,51
20,5,6_7,17,48
20,5,3_14,11,41
20,5,1_14,13,30
20,5,1_11,1,28
20,5,11_14,5,17
20,5,14_21,4,12
20,5,1_12,1,12
20,5,1_3,2,8
20,5,7_14,1,6
20,5,1_7,1,6
20,5,12_21,2,5
20,5,1_21,0,5
20,5,3_12,0,3
20,5,3_11,1,3
20,5,7_21,1,2
20,5,7_12,0,2
20,5,3_21,1,2
20,5,3_7,1,1
20,3,6,308,1653
20,3,4,404,1632
20,3,14,214,836
20,3,1,124,762
20,3,11,45,424
20,3,12,52,311
20,3,7,72,227
20,3,3,50,182
20,3,21,9,31
20,3,1_6,112,695
20,3,4_14,151,580
20,3,4_6,87,388
20,3,6_14,57,230
20,3,4_11,29,202
20,3,4_7,66,198
20,3,6_12,26,145
20,3,6_11,11,139
20,3,3_4,38,131
20,3,4_12,17,86
20,3,11_12,4,59
20,3,3_6,9,30
20,3,1_4,9,29
20,3,6_7,5,22
20,3,4_21,7,18
20,3,1_11,1,17
20,3,1_12,2,11
20,3,3_14,2,9
20,3,12_14,3,8
20,3,1_3,0,6
20,3,11_14,0,5
20,3,7_21,0,4
20,3,6_21,1,4
20,3,3_7,1,2
20,3,1_21,0,2
20,3,3_11,0,2
20,3,1_14,0,2
20,3,14_21,1,1
20,3,12_21,0,1
20,3,7_14,0,1
20,3,3_12,0,1
20,3,3_21,0,1
20,2,4,5998,15851
20,2,14,5149,12817
20,2,6,2206,7404
20,2,3,826,2287
20,2,1,364,2099
20,2,11,535,2071
20,2,12,212,900
20,2,7,177,555
20,2,21,33,122
20,2,4_14,4061,10127
20,2,6_14,937,2334
20,2,1_6,335,1913
20,2,4_6,647,1870
20,2,3_4,646,1753
20,2,4_11,408,1325
20,2,6_11,86,473
20,2,6_12,91,443
20,2,4_7,133,419
20,2,3_6,89,280
20,2,4_12,63,204
20,2,3_14,81,202
20,2,11_12,14,149
20,2,1_4,18,79
20,2,6_7,19,77
20,2,4_21,22,74
20,2,12_14,33,68
20,2,1_11,4,58
20,2,11_14,18,43
20,2,7_14,14,29
20,2,1_12,3,20
20,2,3_11,4,17
20,2,6_21,2,14
20,2,3_7,2,13
20,2,1_3,0,11
20,2,1_21,1,10
20,2,7_12,6,9
20,2,1_14,3,8
20,2,7_21,3,7
20,2,14_21,2,6
20,2,3_12,2,6
20,2,3_21,2,5
20,2,11_21,1,5
20,2,7_11,0,1
20,2,12_21,0,1
2,4,6,235275,454024
2,4,4,184355,368488
2,4,14,129494,253860
2,4,12,87758,176291
2,4,3,3488,6982
2,4,21,1670,3073
2,4,7,640,1525
2,4,11,375,935
2,4,1,69,138
2,4,4_6,100868,195594
2,4,6_14,76078,144608
2,4,6_12,55179,107772
2,4,4_14,50868,104067
2,4,4_12,30339,63911
2,4,12_14,2018,4112
2,4,3_6,1946,3761
2,4,3_4,1036,2154
2,4,6_21,1039,1879
2,4,4_7,466,1087
2,4,4_21,496,945
2,4,3_14,371,756
2,4,4_11,259,674
2,4,3_12,117,266
2,4,6_11,107,242
2,4,14_21,90,167
2,4,7_12,67,167
2,4,7_14,62,132
2,4,6_7,36,113
2,4,1_4,26,56
2,4,1_6,27,55
2,4,12_21,25,46
2,4,3_21,13,25
2,4,1_12,9,15
2,4,3_7,3,14
2,4,7_21,6,10
2,4,1_14,6,10
2,4,11_14,4,8
2,4,3_11,2,5
2,4,7_11,0,2
2,4,11_12,1,2
2,4,11_21,1,1
2,4,1_3,0,1
2,4,1_11,1,1
2,1,11,80395,163737
2,1,6,53757,106324
2,1,4,26174,56592
2,1,14,463,1108
2,1,3,138,330
2,1,12,55,201
2,1,7,28,62
2,1,21,19,36
2,1,1,8,24
2,1,6_11,53673,105989
2,1,4_11,26105,56321
2,1,11_14,422,936
2,1,3_11,135,322
2,1,4_6,33,139
2,1,6_12,27,93
2,1,6_14,22,92
2,1,4_14,19,79
2,1,11_12,14,63
2,1,7_11,26,56
2,1,4_12,14,44
2,1,11_21,16,27
2,1,1_11,7,23
2,1,6_21,0,6
2,1,4_7,1,5
2,1,3_6,2,4
2,1,3_4,1,2
2,1,4_21,2,2
2,1,1_21,1,1
2,1,3_12,0,1
2,1,6_7,1,1
2,1,3_14,0,1
2,5,4,5390,10548
2,5,6,4922,9246
2,5,14,3996,7961
2,5,12,862,1699
2,5,3,209,385
2,5,21,108,205
2,5,7,26,60
2,5,11,17,39
2,5,1,4,9
2,5,4_6,2643,4917
2,5,4_14,2267,4640
2,5,6_14,1644,3141
2,5,6_12,479,914
2,5,4_12,306,644
2,5,3_4,97,177
2,5,3_6,98,173
2,5,12_14,65,124
2,5,4_21,49,104
2,5,6_21,49,78
2,5,4_7,13,37
2,5,3_14,7,25
2,5,4_11,14,25
2,5,14_21,10,22
2,5,6_11,2,13
2,5,3_12,7,10
2,5,7_14,3,8
2,5,7_12,5,7
2,5,6_7,4,6
2,5,1_4,1,4
2,5,1_6,3,4
2,5,1_14,0,1
2,5,7_21,0,1
2,5,7_11,1,1
2,3,6,642,1411
2,3,4,620,1407
2,3,14,288,649
2,3,3,110,221
2,3,7,74,171
2,3,12,51,144
2,3,21,22,35
2,3,11,7,27
2,3,1,4,17
2,3,4_6,366,805
2,3,6_14,152,321
2,3,4_14,129,313
2,3,3_6,57,113
2,3,3_4,46,98
2,3,4_7,39,88
2,3,6_12,25,70
2,3,6_7,30,70
2,3,4_12,23,64
2,3,4_21,12,18
2,3,4_11,4,17
2,3,1_6,3,13
2,3,6_21,7,12
2,3,6_11,2,7
2,3,12_14,1,5
2,3,3_14,4,5
2,3,7_12,1,4
2,3,1_4,1,4
2,3,3_7,2,4
2,3,7_21,1,3
2,3,11_14,0,2
2,3,7_14,1,2
2,3,14_21,1,1
2,3,3_12,1,1
2,3,11_21,1,1
2,2,4,482,1256
2,2,14,360,956
2,2,6,310,818
2,2,3,119,326
2,2,12,35,116
2,2,7,36,83
2,2,11,17,67
2,2,21,8,20
2,2,1,5,12
2,2,4_14,234,618
2,2,4_6,130,319
2,2,6_14,106,276
2,2,3_4,65,170
2,2,3_6,43,126
2,2,4_7,29,56
2,2,4_12,13,50
2,2,6_12,11,37
2,2,4_11,9,34
2,2,6_11,8,27
2,2,12_14,11,27
2,2,3_14,9,25
2,2,6_7,3,15
2,2,6_21,4,9
2,2,1_6,5,9
2,2,4_21,2,7
2,2,7_14,0,5
2,2,11_14,0,4
2,2,3_7,2,3
2,2,7_21,2,2
2,2,1_4,0,2
2,2,3_11,0,1
2,2,1_7,0,1
2,2,7_12,0,1
2,2,14_21,0,1
2,2,3_21,0,1
2,2,11_12,0,1
61,4,4,2272,4608
61,4,12,1557,3132
61,4,14,432,917
61,4,21,142,257
61,4,6,106,224
61,4,3,74,147
61,4,7,16,37
61,4,1,14,25
61,4,11,3,7
61,4,4_12,1538,3092
61,4,4_14,417,888
61,4,4_21,136,248
61,4,4_6,87,186
61,4,3_4,69,139
61,4,4_7,12,31
61,4,6_12,10,22
61,4,1_4,11,21
61,4,12_14,7,13
61,4,6_14,3,8
61,4,7_21,3,5
61,4,3_14,3,5
61,4,6_21,2,3
61,4,4_11,2,3
61,4,1_6,2,2
61,4,1_12,1,2
61,4,3_12,1,2
61,4,11_14,1,2
61,4,6_11,0,1
61,4,11_12,0,1
61,4,3_6,1,1
61,4,14_21,1,1
61,4,6_7,1,1
61,1,4,51,167
61,1,11,49,163
61,1,6,3,8
61,1,14,3,7
61,1,12,0,6
61,1,3,1,5
61,1,21,2,4
61,1,7,1,2
61,1,4_11,45,149
61,1,6_11,3,8
61,1,4_14,2,5
61,1,4_12,0,5
61,1,4_21,2,4
61,1,3_4,1,3
61,1,11_14,1,2
61,1,3_11,0,2
61,1,11_12,0,1
61,1,7_11,0,1
61,1,4_7,1,1
61,5,4,216315,445275
61,5,12,124662,255246
61,5,14,45400,95600
61,5,21,22462,46058
61,5,3,9575,19882
61,5,6,8955,17836
61,5,1,4027,8087
61,5,7,1777,3716
61,5,11,103,248
61,5,4_12,124546,254955
61,5,4_14,45190,95157
61,5,4_21,22430,45992
61,5,3_4,9548,19825
61,5,4_6,8771,17444
61,5,1_4,4016,8052
61,5,4_7,1731,3612
61,5,4_11,101,238
61,5,6_14,95,189
61,5,6_12,65,131
61,5,12_14,53,119
61,5,7_14,31,75
61,5,3_14,17,31
61,5,1_6,5,23
61,5,14_21,8,20
61,5,6_21,9,20
61,5,12_21,12,19
61,5,3_6,5,13
61,5,6_7,7,13
61,5,3_12,5,11
61,5,7_12,2,6
61,5,11_14,2,6
61,5,7_21,3,5
61,5,1_12,1,4
61,5,1_14,1,3
61,5,6_11,0,3
61,5,1_7,2,3
61,5,3_7,1,2
61,5,1_21,2,2
61,5,11_12,0,1
61,3,4,1411,3283
61,3,7,537,1202
61,3,12,315,729
61,3,14,181,471
61,3,3,187,450
61,3,21,85,213
61,3,6,79,170
61,3,1,44,104
61,3,11,1,2
61,3,4_7,533,1189
61,3,4_12,312,719
61,3,4_14,180,468
61,3,3_4,183,439
61,3,4_21,85,212
61,3,4_6,75,156
61,3,1_4,42,98
61,3,6_7,2,8
61,3,3_12,2,8
61,3,1_6,1,5
61,3,4_11,1,2
61,3,7_14,1,2
61,3,3_14,0,1
61,3,3_6,1,1
61,3,7_21,0,1
61,3,1_12,1,1
61,3,3_7,1,1
61,3,7_12,0,1
61,2,4,16780,34872
61,2,3,8133,16787
61,2,14,5925,12481
61,2,7,2071,4207
61,2,21,399,870
61,2,12,251,555
61,2,6,174,364
61,2,1,47,101
61,2,11,10,25
61,2,3_4,8060,16623
61,2,4_14,5867,12363
61,2,4_7,2037,4125
61,2,4_21,394,856
61,2,4_12,240,528
61,2,4_6,131,268
61,2,1_4,42,89
61,2,3_14,35,71
61,2,3_7,18,44
61,2,3_6,18,42
61,2,4_11,8,20
61,2,6_7,8,19
61,2,6_14,8,18
61,2,7_14,7,13
61,2,1_6,5,10
61,2,12_14,4,8
61,2,14_21,3,7
61,2,6_12,3,5
61,2,7_12,1,5
61,2,11_12,2,4
61,2,3_21,1,4
61,2,3_12,1,3
61,2,6_21,1,2
61,2,1_7,0,1
61,2,1_12,0,1
61,2,12_21,0,1
61,2,11_14,0,1
516,4,4,487315,945875
516,4,12,480723,930912
516,4,14,48342,94088
516,4,3,5251,10357
516,4,6,1760,3505
516,4,7,659,1436
516,4,11,345,746
516,4,21,311,656
516,4,1,43,107
516,4,4_12,456281,884094
516,4,4_14,28518,56483
516,4,12_14,19377,36685
516,4,3_12,4032,7897
516,4,3_4,1062,2111
516,4,6_12,911,1809
516,4,4_6,539,1072
516,4,4_7,473,1030
516,4,4_11,324,692
516,4,6_14,246,486
516,4,4_21,150,332
516,4,3_14,135,291
516,4,7_12,106,228
516,4,12_21,88,165
516,4,14_21,36,77
516,4,7_21,29,62
516,4,1_4,27,61
516,4,6_7,25,54
516,4,7_14,20,47
516,4,3_6,14,34
516,4,6_11,13,25
516,4,1_12,9,23
516,4,3_7,6,14
516,4,1_6,6,14
516,4,11_14,5,13
516,4,11_12,3,11
516,4,6_21,6,11
516,4,3_21,2,8
516,4,1_14,1,6
516,4,3_11,0,2
516,4,1_11,0,2
516,4,1_7,0,1
516,4,11_21,0,1
516,1,11,3046,7237
516,1,4,2774,6763
516,1,6,204,483
516,1,12,90,380
516,1,14,91,238
516,1,3,52,103
516,1,7,5,12
516,1,21,0,2
516,1,1,0,2
516,1,4_11,2693,6409
516,1,6_11,204,478
516,1,4_12,73,328
516,1,11_14,79,201
516,1,3_11,52,100
516,1,11_12,13,35
516,1,4_14,8,25
516,1,12_14,4,10
516,1,7_11,5,10
516,1,6_12,0,3
516,1,6_14,0,2
516,1,11_21,0,2
516,1,3_12,0,2
516,1,1_11,0,2
516,1,7_12,0,2
516,1,3_4,0,1
516,5,4,16059,31128
516,5,12,12945,25048
516,5,14,3555,6990
